Id,updatedtime,device_id
373,1143,"0,0,""2024-08-17 23:59:03"",""{""V1"": ""16559318.00"", ""V9"": {""B"": ""5438179.00"", ""R"": ""5588024.00"", ""Y"": ""5533115.00""}}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
375,1154,"0.0008250000000000001,11,""2024-08-17 23:59:03"",""{""V1"": ""2059579.87""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
377,1156,"0.00015000000000000001,2,""2024-08-17 23:59:03"",""{""V1"": ""754160.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
378,1157,"0.00022499999999999997,3,""2024-08-17 23:59:03"",""{""V1"": ""406920.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
379,1158,"0.010649999999999998,142,""2024-08-17 23:59:03"",""{""V1"": ""1395160.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
380,1159,"0.008175,109,""2024-08-17 23:59:03"",""{""V1"": ""3361910.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
381,1160,"0,0,""2024-08-17 23:59:03"",""{""V1"": ""737090.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
382,1161,"0.0024749999999999998,33,""2024-08-17 23:59:03"",""{""V1"": ""1296940.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
383,1162,"0.0009750000000000001,13,""2024-08-17 23:59:03"",""{""V1"": ""3558620.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
384,1163,"0,0,""2024-08-17 23:59:03"",""{""V1"": ""665310.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
386,1165,"0.0017999999999999997,24,""2024-08-17 23:59:03"",""{""V1"": ""1114659.87""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
387,1166,"0.008850000000000002,118,""2024-08-17 23:59:03"",""{""V1"": ""2577190.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
388,1167,"0.0039000000000000003,52,""2024-08-17 23:59:03"",""{""V1"": ""1297940.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
389,1168,"0.003825,51,""2024-08-17 23:59:03"",""{""V1"": ""1965580.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
390,1143,"0,0,""2024-08-18 23:59:03"",""{""V1"": ""16559318.00"", ""V9"": {""B"": ""5438179.00"", ""R"": ""5588024.00"", ""Y"": ""5533115.00""}}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
392,1154,"0.0008250000000000001,11,""2024-08-18 23:59:03"",""{""V1"": ""2060700.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
394,1156,"0,0,""2024-08-18 23:59:03"",""{""V1"": ""754160.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
395,1157,"0,0,""2024-08-18 23:59:03"",""{""V1"": ""406920.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
396,1158,"0.010649999999999998,142,""2024-08-18 23:59:03"",""{""V1"": ""1409350.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
397,1159,"0.007875,105,""2024-08-18 23:59:03"",""{""V1"": ""3372410.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
398,1161,"0.0023250000000000002,31,""2024-08-18 23:59:03"",""{""V1"": ""1300000.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
399,1162,"0.0006000000000000001,8,""2024-08-18 23:59:03"",""{""V1"": ""3559430.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
400,1163,"0,0,""2024-08-18 23:59:03"",""{""V1"": ""665310.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
402,1165,"0.0014249999999999998,19,""2024-08-18 23:59:03"",""{""V1"": ""1116600.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
403,1166,"0.008025,107,""2024-08-18 23:59:03"",""{""V1"": ""2587880.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
404,1167,"0.0039000000000000003,52,""2024-08-18 23:59:03"",""{""V1"": ""1303120.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
405,1168,"0.002625,35,""2024-08-18 23:59:03"",""{""V1"": ""1969120.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
406,1143,"0,0,""2024-08-19 23:59:03"",""{""V1"": ""16559318.00"", ""V9"": {""B"": ""5438179.00"", ""R"": ""5588024.00"", ""Y"": ""5533115.00""}}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
408,1154,"0.008925,119,""2024-08-19 23:59:03"",""{""V1"": ""2072639.88""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
410,1156,"0.0035250000000000004,47,""2024-08-19 23:59:03"",""{""V1"": ""758860.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
411,1157,"0.0033000000000000004,44,""2024-08-19 23:59:03"",""{""V1"": ""411350.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
412,1158,"0.008324999999999999,111,""2024-08-19 23:59:03"",""{""V1"": ""1420450.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
413,1159,"0.018600000000000002,248,""2024-08-19 23:59:03"",""{""V1"": ""3397250.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
414,1160,"0.006,80,""2024-08-19 23:59:03"",""{""V1"": ""745740.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
415,1161,"0.009824999999999999,131,""2024-08-19 23:59:03"",""{""V1"": ""1313110.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
416,1162,"0.007949999999999999,106,""2024-08-19 23:59:03"",""{""V1"": ""3570060.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
417,1163,"0.0035999999999999995,48,""2024-08-19 23:59:03"",""{""V1"": ""670070.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
419,1165,"0.007274999999999999,97,""2024-08-19 23:59:03"",""{""V1"": ""1126330.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
420,1166,"0.015149999999999999,202,""2024-08-19 23:59:03"",""{""V1"": ""2608099.75""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
421,1167,"0.009075,121,""2024-08-19 23:59:03"",""{""V1"": ""1315210.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
422,1168,"0.0065249999999999996,87,""2024-08-19 23:59:03"",""{""V1"": ""1977800.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
423,1143,"0,0,""2024-08-20 23:59:03"",""{""V1"": ""16559318.00"", ""V9"": {""B"": ""5438179.00"", ""R"": ""5588024.00"", ""Y"": ""5533115.00""}}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
425,1154,"0.008774999999999998,117,""2024-08-20 23:59:03"",""{""V1"": ""2084379.87""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
426,1155,"0.001875,25,""2024-08-20 23:59:03"",""{""V1"": 2137156}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
427,1156,"0.0062250000000000005,83,""2024-08-20 23:59:03"",""{""V1"": ""767130.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
428,1157,"0.003825,51,""2024-08-20 23:59:03"",""{""V1"": ""416470.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
429,1158,"0.008925,119,""2024-08-20 23:59:03"",""{""V1"": ""1432390.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
430,1159,"0.018075000000000004,241,""2024-08-20 23:59:03"",""{""V1"": ""3421390.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
431,1160,"0.0005249999999999999,7,""2024-08-20 23:59:03"",""{""V1"": ""746410.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
432,1161,"0.014399999999999998,192,""2024-08-20 23:59:03"",""{""V1"": ""1332350.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
433,1162,"0.006675,89,""2024-08-20 23:59:03"",""{""V1"": ""3579000.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
434,1163,"0.005550000000000001,74,""2024-08-20 23:59:03"",""{""V1"": ""677500.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
436,1165,"0.0075,100,""2024-08-20 23:59:03"",""{""V1"": ""1136340.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
437,1166,"0.014325000000000001,191,""2024-08-20 23:59:03"",""{""V1"": ""2627230.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
438,1167,"0.010275,137,""2024-08-20 23:59:03"",""{""V1"": ""1328920.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
439,1168,"0.009,120,""2024-08-20 23:59:03"",""{""V1"": ""1989830.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
440,1143,"0,0,""2024-08-21 23:59:03"",""{""V1"": ""16559318.00"", ""V9"": {""B"": ""5438179.00"", ""R"": ""5588024.00"", ""Y"": ""5533115.00""}}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
442,1154,"0.011175000000000001,149,""2024-08-21 23:59:03"",""{""V1"": ""2099319.75""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
443,1155,"0.011774999999999999,157,""2024-08-21 23:59:03"",""{""V1"": 2152831}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
444,1156,"0.005699999999999999,76,""2024-08-21 23:59:03"",""{""V1"": ""774740.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
445,1157,"0.0035250000000000004,47,""2024-08-21 23:59:03"",""{""V1"": ""421210.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
446,1158,"0.01125,150,""2024-08-21 23:59:03"",""{""V1"": ""1447400.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
447,1159,"0.016274999999999998,217,""2024-08-21 23:59:03"",""{""V1"": ""3443050.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
448,1160,"0.004574999999999999,61,""2024-08-21 23:59:03"",""{""V1"": ""752500.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
449,1161,"0.009824999999999999,131,""2024-08-21 23:59:03"",""{""V1"": ""1345460.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
450,1162,"0.008324999999999999,111,""2024-08-21 23:59:03"",""{""V1"": ""3590080.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
451,1163,"0.003974999999999999,53,""2024-08-21 23:59:03"",""{""V1"": ""682810.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
453,1165,"0.007050000000000001,94,""2024-08-21 23:59:03"",""{""V1"": ""1145789.87""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
454,1166,"0.011550000000000001,154,""2024-08-21 23:59:03"",""{""V1"": ""2642660.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
455,1167,"0.0054,72,""2024-08-21 23:59:03"",""{""V1"": ""1336160.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
456,1168,"0.0048000000000000004,64,""2024-08-21 23:59:03"",""{""V1"": ""1996210.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
457,1143,"0,0,""2024-08-22 23:59:03"",""{""V1"": ""16559318.00"", ""V9"": {""B"": ""5438179.00"", ""R"": ""5588024.00"", ""Y"": ""5533115.00""}}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
459,1154,"0.012975000000000002,173,""2024-08-22 23:59:03"",""{""V1"": ""2116640.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
460,1155,"0.010350000000000002,138,""2024-08-22 23:59:03"",""{""V1"": 2166664}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
461,1156,"0.0035250000000000004,47,""2024-08-22 23:59:03"",""{""V1"": ""779400.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
462,1157,"0.0035999999999999995,48,""2024-08-22 23:59:03"",""{""V1"": ""426060.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
463,1158,"0.011699999999999999,156,""2024-08-22 23:59:03"",""{""V1"": ""1462950.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
464,1159,"0.014549999999999999,194,""2024-08-22 23:59:03"",""{""V1"": ""3462460.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
465,1160,"0.0020250000000000003,27,""2024-08-22 23:59:03"",""{""V1"": ""755220.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
466,1161,"0.009,120,""2024-08-22 23:59:03"",""{""V1"": ""1357440.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
467,1162,"0.00675,90,""2024-08-22 23:59:03"",""{""V1"": ""3599090.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
468,1163,"0.0035999999999999995,48,""2024-08-22 23:59:03"",""{""V1"": ""687640.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
470,1165,"0.011175000000000001,149,""2024-08-22 23:59:03"",""{""V1"": ""1160690.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
471,1166,"0.015,200,""2024-08-22 23:59:03"",""{""V1"": ""2662630.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
472,1167,"0.005324999999999999,71,""2024-08-22 23:59:03"",""{""V1"": ""1343270.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
473,1168,"0.008850000000000002,118,""2024-08-22 23:59:03"",""{""V1"": ""2008040.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
474,1143,"0,0,""2024-08-23 23:59:03"",""{""V1"": ""16559318.00"", ""V9"": {""B"": ""5438179.00"", ""R"": ""5588024.00"", ""Y"": ""5533115.00""}}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
476,1154,"0.010350000000000002,138,""2024-08-23 23:59:03"",""{""V1"": ""2130490.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
477,1155,"0.0135,180,""2024-08-23 23:59:03"",""{""V1"": 2184650}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
478,1156,"0.004425000000000001,59,""2024-08-23 23:59:03"",""{""V1"": ""785260.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
479,1157,"0.0024749999999999998,33,""2024-08-23 23:59:03"",""{""V1"": ""429360.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
480,1158,"0.014924999999999999,199,""2024-08-23 23:59:03"",""{""V1"": ""1482800.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
481,1159,"0.016274999999999998,217,""2024-08-23 23:59:03"",""{""V1"": ""3484140.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
482,1160,"0.0015750000000000002,21,""2024-08-23 23:59:03"",""{""V1"": ""757350.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
483,1161,"0.00825,110,""2024-08-23 23:59:03"",""{""V1"": ""1368480.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
484,1162,"0.007875,105,""2024-08-23 23:59:03"",""{""V1"": ""3609590.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
485,1163,"0.003825,51,""2024-08-23 23:59:03"",""{""V1"": ""692740.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
487,1165,"0.011850000000000001,158,""2024-08-23 23:59:03"",""{""V1"": ""1176460.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
488,1166,"0.014700000000000001,196,""2024-08-23 23:59:03"",""{""V1"": ""2682280.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
489,1167,"0.005775000000000001,77,""2024-08-23 23:59:03"",""{""V1"": ""1350970.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
490,1168,"0.009300000000000001,124,""2024-08-23 23:59:03"",""{""V1"": ""2020460.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
492,1143,"0,0,""2024-08-24 23:59:03"",""{""V1"": ""16559318.00"", ""V9"": {""B"": ""5438179.00"", ""R"": ""5588024.00"", ""Y"": ""5533115.00""}}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
494,1154,"0.0075,100,""2024-08-24 23:59:03"",""{""V1"": ""2140520.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
495,1155,"0.012075,161,""2024-08-24 23:59:03"",""{""V1"": 2200741}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
496,1156,"0.00375,50,""2024-08-24 23:59:03"",""{""V1"": ""790290.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
497,1157,"0.00030000000000000003,4,""2024-08-24 23:59:03"",""{""V1"": ""429730.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
498,1158,"0.011774999999999999,157,""2024-08-24 23:59:03"",""{""V1"": ""1498450.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
499,1159,"0.013425,179,""2024-08-24 23:59:03"",""{""V1"": ""3502020.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
500,1160,"0,0,""2024-08-24 23:59:03"",""{""V1"": ""757350.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
501,1161,"0.0049499999999999995,66,""2024-08-24 23:59:03"",""{""V1"": ""1375060.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
502,1162,"0.004275,57,""2024-08-24 23:59:03"",""{""V1"": ""3615310.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
503,1163,"0.00375,50,""2024-08-24 23:59:03"",""{""V1"": ""697740.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
505,1165,"0.008324999999999999,111,""2024-08-24 23:59:03"",""{""V1"": ""1187539.87""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
506,1166,"0.0078000000000000005,104,""2024-08-24 23:59:03"",""{""V1"": ""2692670.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
507,1167,"0.004199999999999999,56,""2024-08-24 23:59:03"",""{""V1"": ""1356540.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
508,1168,"0.008399999999999998,112,""2024-08-24 23:59:03"",""{""V1"": ""2031690.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
509,1143,"0,0,""2024-08-25 23:59:03"",""{""V1"": ""16559318.00"", ""V9"": {""B"": ""5438179.00"", ""R"": ""5588024.00"", ""Y"": ""5533115.00""}}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
511,1154,"0.0009750000000000001,13,""2024-08-25 23:59:03"",""{""V1"": ""2141800.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
512,1155,"0.010125,135,""2024-08-25 23:59:03"",""{""V1"": 2214247}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
513,1156,"0,0,""2024-08-25 23:59:03"",""{""V1"": ""790290.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
514,1157,"0,0,""2024-08-25 23:59:03"",""{""V1"": ""429730.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
515,1158,"0.0031500000000000005,42,""2024-08-25 23:59:03"",""{""V1"": ""1502650.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
516,1159,"0.006149999999999999,82,""2024-08-25 23:59:03"",""{""V1"": ""3510250.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
517,1160,"0,0,""2024-08-25 23:59:03"",""{""V1"": ""757350.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
518,1161,"0.0025499999999999997,34,""2024-08-25 23:59:03"",""{""V1"": ""1378470.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
519,1162,"0.000675,9,""2024-08-25 23:59:03"",""{""V1"": ""3616170.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
520,1163,"0,0,""2024-08-25 23:59:03"",""{""V1"": ""697740.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
522,1165,"0.0016500000000000002,22,""2024-08-25 23:59:03"",""{""V1"": ""1189690.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
523,1166,"0.007199999999999999,96,""2024-08-25 23:59:03"",""{""V1"": ""2702220.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
524,1167,"0.0025499999999999997,34,""2024-08-25 23:59:03"",""{""V1"": ""1359900.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
525,1168,"0.0017999999999999997,24,""2024-08-25 23:59:03"",""{""V1"": ""2034120.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
526,1143,"8.986875,119825,""2024-08-26 23:59:03"",""{""V1"": ""28541800.00"", ""V9"": {""B"": ""9415823.00"", ""R"": ""9628009.00"", ""Y"": ""9497967.00""}}"",4040.0,3964.9,3977.6,NULL,NULL,NULL,NULL,NULL"
527,1152,"0.08535,1138,""2024-08-26 23:59:03"",""{""V1"": ""113840.98"", ""V9"": {""B"": ""61239.81"", ""R"": ""23905.38"", ""Y"": ""28695.92""}}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
528,1154,"0.00825,110,""2024-08-26 23:59:03"",""{""V1"": ""2152810.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
529,1155,"0.008475000000000002,113,""2024-08-26 23:59:03"",""{""V1"": 2225509}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
530,1156,"0.0025499999999999997,34,""2024-08-26 23:59:03"",""{""V1"": ""793730.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
531,1157,"0.0048000000000000004,64,""2024-08-26 23:59:03"",""{""V1"": ""436130.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
532,1158,"0.008925,119,""2024-08-26 23:59:03"",""{""V1"": ""1514590.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
533,1159,"0.015600000000000001,208,""2024-08-26 23:59:03"",""{""V1"": ""3531080.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
534,1160,"0.006449999999999999,86,""2024-08-26 23:59:03"",""{""V1"": ""765990.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
535,1161,"0.010199999999999999,136,""2024-08-26 23:59:03"",""{""V1"": ""1392080.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
536,1162,"0.006300000000000001,84,""2024-08-26 23:59:03"",""{""V1"": ""3624620.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
537,1163,"0.0048000000000000004,64,""2024-08-26 23:59:03"",""{""V1"": ""704140.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
539,1165,"0.005550000000000001,74,""2024-08-26 23:59:03"",""{""V1"": ""1197090.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
540,1166,"0.014700000000000001,196,""2024-08-26 23:59:03"",""{""V1"": ""2721860.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
541,1167,"0.007725000000000001,103,""2024-08-26 23:59:03"",""{""V1"": ""1370220.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
542,1168,"0.005625,75,""2024-08-26 23:59:03"",""{""V1"": ""2041610.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
543,1143,"0.32572500000000004,4343,""2024-08-27 23:59:03"",""{""V1"": ""28976130.00"", ""V9"": {""B"": ""9558177.00"", ""R"": ""9778221.00"", ""Y"": ""9639730.00""}}"",150.2,141.8,142.4,NULL,NULL,NULL,NULL,NULL"
544,1145,"0.03675,490,""2024-08-27 23:59:03"",""{""V1"": ""10567756.00"", ""V9"": {""B"": ""3546592.75"", ""R"": ""3462418.25"", ""Y"": ""3558818.00""}}"",16.1,16.4,16.5,NULL,NULL,NULL,NULL,NULL"
545,1146,"0.20114999999999997,2682,""2024-08-27 23:59:03"",""{""V1"": ""10702749.00"", ""V9"": {""B"": ""3578112.25"", ""R"": ""3514576.25"", ""Y"": ""3610061.00""}}"",88.6,89.4,90.2,NULL,NULL,NULL,NULL,NULL"
546,1147,"0,0,""2024-08-27 23:59:03"",""{""V1"": ""339507.50"", ""V9"": {""B"": ""112911.64"", ""R"": ""113192.14"", ""Y"": ""113403.71""}}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
547,1148,"0,0,""2024-08-27 23:59:03"",""{""V1"": ""123172.20"", ""V9"": {""B"": ""40056.68"", ""R"": ""61038.23"", ""Y"": ""22077.29""}}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
548,1149,"0.0108,144,""2024-08-27 23:59:03"",""{""V1"": ""173888.48"", ""V9"": {""B"": ""57665.56"", ""R"": ""57337.93"", ""Y"": ""58884.99""}}"",4.8,4.8,4.8,NULL,NULL,NULL,NULL,NULL"
549,1151,"0.005550000000000001,74,""2024-08-27 23:59:03"",""{""V1"": ""239919.17"", ""V9"": {""B"": ""0.00"", ""R"": ""239920.47"", ""Y"": ""0.00""}}"",7.4,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
550,1152,"0.0019500000000000001,26,""2024-08-27 23:59:03"",""{""V1"": ""116477.66"", ""V9"": {""B"": ""62646.74"", ""R"": ""24447.16"", ""Y"": ""29383.90""}}"",0.5,0.7,1.4,NULL,NULL,NULL,NULL,NULL"
551,1154,"0.008175,109,""2024-08-27 23:59:03"",""{""V1"": ""2163720.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
552,1155,"0.022125,295,""2024-08-27 23:59:03"",""{""V1"": 2255023}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
553,1156,"0.005324999999999999,71,""2024-08-27 23:59:03"",""{""V1"": ""800870.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
554,1157,"0.0048000000000000004,64,""2024-08-27 23:59:03"",""{""V1"": ""442510.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
555,1158,"0.008475000000000002,113,""2024-08-27 23:59:03"",""{""V1"": ""1525930.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
556,1159,"0.016200000000000003,216,""2024-08-27 23:59:03"",""{""V1"": ""3552710.00""}"",0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL"
